"paragraph","error_message","polarity_class","polarity_score","emotion"
"বিএনপির জয় হবার সম্ভাবনা সবচেয়ে যাইতেছে",,"stronglyPositive",0.9996256113052369,"{""neutral"":0.004574202932417393,""happy"":0.9962060451507568,""anger/disgust"":0.0010481816716492176,""sadness"":0.0012296870118007064,""surprise"":0.008031056262552738,""fear"":0.0003355882363393903}"
"জয় বিএনপির ইনশাআল্লাহ",,"stronglyPositive",0.9997623920440675,"{""neutral"":0.005009188316762447,""happy"":0.9935425519943237,""anger/disgust"":0.002464595250785351,""sadness"":0.0014161079889163375,""surprise"":0.0012334637576714158,""fear"":0.0003776989469770342}"
"মানুষেরর হ্মমতা চিরস্থায়ী যুগে যুগে সকল যুলুম কারি সরকারের পতন আল্লাহ্",,"stronglyPositive",0.9945377826690676,"{""neutral"":0.10513249784708023,""happy"":0.11019698530435562,""anger/disgust"":0.6513649821281433,""sadness"":0.1207370012998581,""surprise"":0.008331218734383583,""fear"":0.022325370460748672}"
"দাত নাছি রের পিচন",,"stronglyNegative",-0.9901664972305297,"{""neutral"":0.043561890721321106,""happy"":0.0332517996430397,""anger/disgust"":0.807277500629425,""sadness"":0.07272449135780334,""surprise"":0.03154314309358597,""fear"":0.008126134984195232}"
"দেশের সার্থে পুলিশ সাংবাদিক ভাইদের এখনি জনগনের পাশে থাকার সুযোগ",,"stronglyPositive",0.9796322345733643,"{""neutral"":0.13804775476455688,""happy"":0.8987716436386108,""anger/disgust"":0.002985804108902812,""sadness"":0.0007636197260580957,""surprise"":0.00036151526728644967,""fear"":0.00022381270537152886}"
"জ্বালা বেরে আওয়ামী দের",,"stronglyNegative",-0.9988218784332276,"{""neutral"":0.00035697693238034844,""happy"":0.0005259150639176369,""anger/disgust"":0.9986271858215332,""sadness"":0.002824121620506048,""surprise"":0.0002830013108905405,""fear"":0.000055027321650413796}"
"চট্টগ্রামে এন পির নেতৃত্বে হিজরা আমীর খসরু একজন",,"weaklyNegative",-0.59784996509552,"{""neutral"":0.000475523091154173,""happy"":0.0003270070592407137,""anger/disgust"":0.9988743662834167,""sadness"":0.003546808147802949,""surprise"":0.00039775497862137854,""fear"":0.00014527626626659185}"
"জবাব দিবে ভালো কথা তোমাদেরকে ওনুমতি দিয়েছে প্রতিহত পুলিশ এতো টাকা বেতন দেয় পুলিশ দরকার তোমরা জদি বাল হালাইতে পার",,"stronglyNegative",-0.9999408721923828,"{""neutral"":0.0008917284430935979,""happy"":0.001608847756870091,""anger/disgust"":0.9944615960121155,""sadness"":0.011955206282436848,""surprise"":0.0017040222883224487,""fear"":0.0003742084954865277}"
"বিএনপিকে রুখে দিবে আওয়ামীলীগ",,"stronglyNegative",-0.8709910869598388,"{""neutral"":0.3371829688549042,""happy"":0.02967262640595436,""anger/disgust"":0.654296338558197,""sadness"":0.020039858296513557,""surprise"":0.021616432815790176,""fear"":0.018506767228245735}"
"জনস্রোতে ভেষে উঠে দাড়ানোর ক্ষমতা থাকবেনা আওয়ামিলীগের",,"weaklyNegative",-0.5759846210479735,"{""neutral"":0.007414133287966251,""happy"":0.0031421459279954433,""anger/disgust"":0.5483608245849609,""sadness"":0.5084462761878967,""surprise"":0.008073749020695686,""fear"":0.17222070693969727}"
"আচ্ছা প্রশ্ন সাংবাদিক বোনের সমাবেশ বিএনপি ঝগরা গায়ে পড়ে আওয়ামীলীগ মিথ্যা নাটক সাজানোর এইখানে বিএনপি গায়ে পড়ে ঝগড়া কথার যুক্তি দেখছি কথা গুলোর আওয়ামীলীগ ষড়যন্ত্রের গন্ধ পাচ্ছি",,"stronglyNegative",-0.9996860980987549,"{""neutral"":0.002042357577010989,""happy"":0.0018448691116645932,""anger/disgust"":0.9916070699691772,""sadness"":0.023612789809703827,""surprise"":0.004205850884318352,""fear"":0.0020319228060543537}"
"পুলিশ ছাড়া আওয়ামী লীগ বেকার",,"weaklyNegative",-0.5942710638046265,"{""neutral"":0.0019317936385050416,""happy"":0.0015787873417139053,""anger/disgust"":0.9331654906272888,""sadness"":0.20272710919380188,""surprise"":0.001611620537005365,""fear"":0.001100952853448689}"
"মানুষ বাদ দিয়ে পুলিশ সাথে মোকাবিলা করবো",,"weaklyNegative",-0.5967756509780884,"{""neutral"":0.09358227998018265,""happy"":0.006185994949191809,""anger/disgust"":0.9234427213668823,""sadness"":0.02229858934879303,""surprise"":0.012000292539596558,""fear"":0.0038467661943286657}"
"ডায়লগ একটা পাইছে আগুন সন্তারাস",,"stronglyNegative",-0.9996519327163697,"{""neutral"":0.0017690646927803755,""happy"":0.025806330144405365,""anger/disgust"":0.9798095226287842,""sadness"":0.0005609925137832761,""surprise"":0.0051288846880197525,""fear"":0.000027021176720154472}"
"পুলিশ ছাড়া বিএনপি পারবে",,"weaklyPositive",0.5580324172973634,"{""neutral"":0.5434876680374146,""happy"":0.010634887032210827,""anger/disgust"":0.4619784653186798,""sadness"":0.06454784423112869,""surprise"":0.0193532295525074,""fear"":0.0200954657047987}"
"ভাতিজা দাত খুলে যত্ন রাখ যেদিন আসতেছে দাত পরের কথা শরীরের মুখইতো খুজে পাবে",,"weaklyPositive",0.5990893602371217,"{""neutral"":0.2911182940006256,""happy"":0.02357630431652069,""anger/disgust"":0.2586246728897095,""sadness"":0.37284883856773376,""surprise"":0.04426407068967819,""fear"":0.08675872534513474}"
"ক্ষমতাশীনরা তোমাদের ক্ষমতা চিরস্থায়ী বুঝে শুনে করবা",,"weaklyNegative",-0.5973795175552368,"{""neutral"":0.0032868923153728247,""happy"":0.0031090392731130123,""anger/disgust"":0.982416033744812,""sadness"":0.029247954487800598,""surprise"":0.0015765761490911245,""fear"":0.0012541249161586165}"
"গায়ে পড়ে সমস্যা জনগণ ভালো পাচ্ছেন",,"weaklyPositive",0.5688384771347047,"{""neutral"":0.0004258860135450959,""happy"":0.0003223424428142607,""anger/disgust"":0.9991889595985413,""sadness"":0.001961561618372798,""surprise"":0.0004893025034107268,""fear"":0.000028660146199399605}"
"বিএনপির শান্তিপূর্ণ কর্মসূচিতে বাধা দিবে জারক সন্তান",,"stronglyNegative",-0.9999279737472534,"{""neutral"":0.00021887848561163992,""happy"":0.00026218380662612617,""anger/disgust"":0.9994611144065857,""sadness"":0.003275367897003889,""surprise"":0.0004127784341108054,""fear"":0.000054346706747310236}"
"বিএনপি আশা করছিল জামাত শিবির জামাত শিবির বিএনপি তালাক দিয়ে",,"weaklyNegative",-0.5996506929397583,"{""neutral"":0.02540203370153904,""happy"":0.006718325894325972,""anger/disgust"":0.9399026036262512,""sadness"":0.045079972594976425,""surprise"":0.01350268255919218,""fear"":0.004819981753826141}"
"আওয়ামী পালাবে ১০০০০ স সিওর",,"weaklyNegative",-0.5502428531646728,"{""neutral"":0.009520593099296093,""happy"":0.005578009877353907,""anger/disgust"":0.9635027050971985,""sadness"":0.03390774875879288,""surprise"":0.009460660628974438,""fear"":0.00813650619238615}"
"সমাবেশ সফল ইনশাআল্লাহ এগিয়ে জাঔ জনগন আপনাদের সাথে",,"stronglyPositive",0.9999383449554444,"{""neutral"":0.005732194986194372,""happy"":0.994063675403595,""anger/disgust"":0.0016885647783055902,""sadness"":0.0006125750369392335,""surprise"":0.0008031742763705552,""fear"":0.00014552456559613347}"
"যতদূর জানি এক হাতে তালি বাজে একদল সমাবেশ দলের তাহলেই সহিংসতা ঘটে",,"stronglyNegative",-0.9997528553009033,"{""neutral"":0.011650809086859226,""happy"":0.0035056464839726686,""anger/disgust"":0.9401544332504272,""sadness"":0.11737096309661865,""surprise"":0.010863163508474827,""fear"":0.008183520287275314}"
"আওয়ামিলীগ একটা জনবিচ্ছিন্ন দল",,"stronglyNegative",-0.9699132919311524,"{""neutral"":0.0002001771645154804,""happy"":0.0001571097964188084,""anger/disgust"":0.9988202452659607,""sadness"":0.008046258240938187,""surprise"":0.00021293321333359927,""fear"":0.00009786684677237645}"
"চুলকানি খানকিমাগীর পোলাগুলার সবগুলার বেশ্যার ঘরে জন্ম",,"stronglyNegative",-0.9999311447143555,"{""neutral"":0.00012098511797375977,""happy"":0.0002710770640987903,""anger/disgust"":0.9997995495796204,""sadness"":0.0012777475640177727,""surprise"":0.0004719760618172586,""fear"":0.000019479110051179305}"
"চট্টগ্রাম আওয়ামীলীগের বাপের সম্পত্তি চেতনা বিক্রি",,"stronglyNegative",-0.9997949600219727,"{""neutral"":0.00016746422625146806,""happy"":0.00015913828974589705,""anger/disgust"":0.9996837377548218,""sadness"":0.0029065399430692196,""surprise"":0.00035037577617913485,""fear"":0.00004043778608320281}"
"জয় বাংলা জয় বঙ্গবন্ধু",,"stronglyPositive",0.9990674257278443,"{""neutral"":0.022518666461110115,""happy"":0.9827143549919128,""anger/disgust"":0.001944372896105051,""sadness"":0.0007497743354178965,""surprise"":0.0014269460225477815,""fear"":0.0003279189404565841}"
"বাকশাল খুজে পাবে",,"weaklyNegative",-0.5991312742233277,"{""neutral"":0.09040313959121704,""happy"":0.009794613346457481,""anger/disgust"":0.9123661518096924,""sadness"":0.020366160199046135,""surprise"":0.008780457079410553,""fear"":0.0015582251362502575}"
"আপনারা পুলিশ আইন শৃঙ্খলা দেখার দায়িত্ব পুলিশের আওয়ামী লীগের আশাকরি এন পির জনসভায় বিশৃঙ্খলা সৃষ্টি যাবেন",,"weaklyNegative",-0.5996501684188842,"{""neutral"":0.016319241374731064,""happy"":0.006932493299245834,""anger/disgust"":0.9524255394935608,""sadness"":0.059954684227705,""surprise"":0.004537804983556271,""fear"":0.006780680269002914}"
"সমাবেশ সফল হউক দোয়া রইল",,"weaklyPositive",0.599941396713257,"{""neutral"":0.02641208842396736,""happy"":0.9847500324249268,""anger/disgust"":0.00029601468122564256,""sadness"":0.00031542187207378447,""surprise"":0.0003349245525896549,""fear"":0.00009142971248365939}"
"আস্তে আস্তে সুর নরম করতাছে আরো এগিয়ে যাও বিএনপি",,"weaklyPositive",0.5998836278915406,"{""neutral"":0.22465205192565918,""happy"":0.43669965863227844,""anger/disgust"":0.36920562386512756,""sadness"":0.07667065411806107,""surprise"":0.021496037021279335,""fear"":0.009246316738426685}"
"সোনার বাংলায় সৈরাচারের ঠাঁই",,"stronglyNegative",-0.99953134059906,"{""neutral"":0.02651459351181984,""happy"":0.024561043828725815,""anger/disgust"":0.8094533085823059,""sadness"":0.14903785288333893,""surprise"":0.002623670967295766,""fear"":0.00601261155679822}"
"কুত্তালীগই অরাজকতা সৃষ্টি",,"stronglyNegative",-0.999941635131836,"{""neutral"":0.0002982577425427735,""happy"":0.0001445669331587851,""anger/disgust"":0.9994248151779175,""sadness"":0.001393754966557026,""surprise"":0.00044847821118310094,""fear"":0.000032604861189611256}"
"গণ সমাবেশে বাধা আসলেই প্রতিরোধের প্রস্তুতি মাঠে আসতে",,"weaklyNegative",-0.5997905015945435,"{""neutral"":0.32707464694976807,""happy"":0.018331559374928474,""anger/disgust"":0.5551068782806396,""sadness"":0.06846491247415543,""surprise"":0.04232953116297722,""fear"":0.08463717997074127}"
"হাতে লাটি আসবেন সবাই",,"neutral",-0.19997880458831788,"{""neutral"":0.02464948408305645,""happy"":0.013901811093091965,""anger/disgust"":0.9091044068336487,""sadness"":0.08980471640825272,""surprise"":0.007443421520292759,""fear"":0.017701847478747368}"
"আওয়ামী সন্ত্রাসীদের সাক্ষাৎ রাস্তার জনগণের মতামত নেন দেখবেন আওয়ামী লীগের কথা বললে জনগণ আপনারেও দৌড়াবে",,"stronglyNegative",-0.9998975992202759,"{""neutral"":0.0013889153487980366,""happy"":0.001224417588673532,""anger/disgust"":0.9949977397918701,""sadness"":0.011517515406012535,""surprise"":0.002101758262142539,""fear"":0.001192017225548625}"
"সরকার রাজনৈতিক দলের পিছনে লেগে দেশ ধ্বংস দিচ্ছে আমলা সেন্ট্রিকেট মিলে সরকার কিভাবে দেশ পরিচালনা বিরোধী দল দমন করতেই সময় শেষ",,"stronglyNegative",-0.999888825416565,"{""neutral"":0.006397562101483345,""happy"":0.0043554785661399364,""anger/disgust"":0.9324830174446106,""sadness"":0.21695372462272644,""surprise"":0.00954560749232769,""fear"":0.02401203103363514}"
"লাঠি ছাড়া কথা",,"weaklyNegative",-0.5963627815246582,"{""neutral"":0.6758763790130615,""happy"":0.0013937557814642787,""anger/disgust"":0.2946678102016449,""sadness"":0.009803279303014278,""surprise"":0.07128966599702835,""fear"":0.0037659986410290003}"
"শেষ সময় কথা পিঠের চামড়",,"neutral",-0.19675204753875733,"{""neutral"":0.008116543292999268,""happy"":0.0026902055833488703,""anger/disgust"":0.9508267045021057,""sadness"":0.07135866582393646,""surprise"":0.0046975985169410706,""fear"":0.004122002515941858}"
"পুলিশ ছাড়া নেমে দেখ কতদূর যাইতে পার জণগণ আওয়ামী লীগ চায়",,"weaklyNegative",-0.5953041076660156,"{""neutral"":0.0008814230095595121,""happy"":0.000356125965481624,""anger/disgust"":0.9966721534729004,""sadness"":0.009539068676531315,""surprise"":0.0014339294284582138,""fear"":0.00027036803658120334}"
"উস্কানি সুন্দর সমাবেশ বাড়ি রাজনৈতিক ফায়দা লুটার মায়ের বুক খালি",,"stronglyNegative",-0.9999100923538208,"{""neutral"":0.0010413503041490912,""happy"":0.0011631669476628304,""anger/disgust"":0.8731443881988525,""sadness"":0.485007107257843,""surprise"":0.0030940305441617966,""fear"":0.007923703640699387}"
"দাঁত টাই ভেঙে এন জিন্দাবাদ",,"stronglyNegative",-0.9966538906097412,"{""neutral"":0.0006306610302999616,""happy"":0.0009763513808138669,""anger/disgust"":0.997901439666748,""sadness"":0.005351305473595858,""surprise"":0.0005492283962666988,""fear"":0.00016654538922011852}"
"আওয়ামী হিন্দু লীগ ভারতে পালাবে",,"stronglyNegative",-0.9996980190277099,"{""neutral"":0.00203397567383945,""happy"":0.0007083406671881676,""anger/disgust"":0.9930213093757629,""sadness"":0.011167368851602077,""surprise"":0.001338551053777337,""fear"":0.0008572567021474242}"
"সমাবেশের নামে বিএনপি নাসকতা আইন সৃংখলা বাহিনি আওয়ামী চুলকানী",,"weaklyNegative",-0.59795024394989,"{""neutral"":0.00025803520111367106,""happy"":0.00025345582980662584,""anger/disgust"":0.9992870688438416,""sadness"":0.004065354820340872,""surprise"":0.0004986062413081527,""fear"":0.00009206638060277328}"
"আ লীগ নেতা একাই বলতেছে মিডিয়াকে আন্দোলন ঠেকাবে জয় বাংলা বলার মত একটিমাত্র লোক নেতার পিছনে হাসি পাইছে একটু হাসি হা হা হাহহহহহহহ",,"stronglyNegative",-0.9995314359664917,"{""neutral"":0.10398954898118973,""happy"":0.3864578902721405,""anger/disgust"":0.6111441850662231,""sadness"":0.12498714029788971,""surprise"":0.042535386979579926,""fear"":0.022924520075321198}"
"আজম নাছির হ লে তোতলা দাত দাত বাঙা জবাব দিবা",,"stronglyNegative",-0.9998440980911255,"{""neutral"":0.0003667679848149419,""happy"":0.00040876632556319237,""anger/disgust"":0.9990785121917725,""sadness"":0.0016859342576935887,""surprise"":0.0004545023839455098,""fear"":0.000058079247537534684}"
"একবিন্দুও ছাড় আওয়ামী লীগ আগামীকাল পুলিশসহ আসলেও ভরে দেবে বিএনপির তৃণমূলের কর্মীরাই বীর চট্টলা বিপ্লবী জনতা কর্মীরাই চামড়া প্রস্তুত",,"stronglyNegative",-0.9998973131179809,"{""neutral"":0.006684683263301849,""happy"":0.008319208398461342,""anger/disgust"":0.9562458992004395,""sadness"":0.082608662545681,""surprise"":0.008253159932792187,""fear"":0.02257060632109642}"
"আওয়ামী লীগ মুর্দা বাদ",,"weaklyNegative",-0.5987189531326294,"{""neutral"":0.0002777162299025804,""happy"":0.00021471754007507116,""anger/disgust"":0.9993027448654175,""sadness"":0.0024147157091647387,""surprise"":0.00018766889115795493,""fear"":0.000022464575522462837}"
"এন হাতে লাঠী নামবেন",,"weaklyNegative",-0.5759947299957275,"{""neutral"":0.01483750157058239,""happy"":0.003909377381205559,""anger/disgust"":0.9666876196861267,""sadness"":0.014881779439747334,""surprise"":0.012696542777121067,""fear"":0.00409419322386384}"
"লীগ হঠাও বাংলাদেশ বাচাও",,"stronglyNegative",-0.9953369855880737,"{""neutral"":0.0007160225068219006,""happy"":0.0003546491207089275,""anger/disgust"":0.9977307915687561,""sadness"":0.006430067587643862,""surprise"":0.0005128395278006792,""fear"":0.0003631394065450877}"
"বিতর্ক নির্মান প্রতিষ্ঠান এন নেতাদের বক্তৃতায় প্রমানিত বাক স্বাধীনতার দোহাই দিয়ে অপরাজনিতীর অপকৌশল অবলম্বন চায় দেশে একটা অরাজকতা সৃষ্টি পরিস্কার",,"stronglyNegative",-0.9999413967132569,"{""neutral"":0.0037877943832427263,""happy"":0.0030253834556788206,""anger/disgust"":0.9696472883224487,""sadness"":0.0894441157579422,""surprise"":0.006648625247180462,""fear"":0.018134674057364464}"
"আওয়ামী লীগ সাথে জনগণ পুলিশ লীগ সন্ত্রাসলীগ জনগণের পালস এখনো আওয়ামী লীগ বুঝতে পারেনি",,"stronglyNegative",-0.9999338626861572,"{""neutral"":0.0008918058592826128,""happy"":0.0008412952884100378,""anger/disgust"":0.9935961961746216,""sadness"":0.028221864253282547,""surprise"":0.0012542861513793468,""fear"":0.0016159821534529328}"
"আওয়ামী লীগ ভোট চোর সরকার দরকার",,"stronglyNegative",-0.9999417304992676,"{""neutral"":0.0002565129252616316,""happy"":0.00016600379603914917,""anger/disgust"":0.9995110034942627,""sadness"":0.001368601806461811,""surprise"":0.00047490725410170853,""fear"":0.00003206521432730369}"
"আসো তোদের আব্বা শামীম উসমান আসো দেখি খেলা খেলতে কুলাঙ্গা লীগের দল আস্তিক নাস্তিক আসো বিগত দরে বলতাছো খেলা খেলা খেলা আমরাও বলি একটা কথা তোদের কুলাঙ্গার পুলিশ লীগ ছাড়া আজকের এম পির মহাসমাবেশে চট্টগ্রামে আসো সাহস দেখবো",,"stronglyNegative",-0.9999150991439819,"{""neutral"":0.0003409694763831794,""happy"":0.0009238066850230098,""anger/disgust"":0.9983106851577759,""sadness"":0.00761190801858902,""surprise"":0.0008622535387985408,""fear"":0.00036327115958556533}"
"এদেশে পুলিশ থাকতে তুমরা কেনো সহিংসতা বন্ধ করবা",,"stronglyNegative",-0.9997058629989624,"{""neutral"":0.00032950370223261416,""happy"":0.0001891172578325495,""anger/disgust"":0.9989186525344849,""sadness"":0.003768434515222907,""surprise"":0.00048567846533842385,""fear"":0.00006478590512415394}"
"সমাবেশ যেই লাউ কদু",,"weaklyNegative",-0.5995312452316284,"{""neutral"":0.008863083086907864,""happy"":0.004054998513311148,""anger/disgust"":0.9663693904876709,""sadness"":0.03246191516518593,""surprise"":0.004715971648693085,""fear"":0.0005098575493320823}"
"আওয়ামী লীগ নিপাত যাক গনতন্ত্র মুক্তি পাক",,"stronglyPositive",0.897538185119629,"{""neutral"":0.0003660822694655508,""happy"":0.000395027658669278,""anger/disgust"":0.9980121850967407,""sadness"":0.008688503876328468,""surprise"":0.00024558877339586616,""fear"":0.00017966856830753386}"
"আওয়ামী লীগ সাধারন মানুষ সাথে প্রতিহত আওয়ামী লীগ সাথে সাধারন মানুষ",,"stronglyNegative",-0.9998129367828369,"{""neutral"":0.009888936765491962,""happy"":0.01551048457622528,""anger/disgust"":0.951446533203125,""sadness"":0.05204227194190025,""surprise"":0.004578799474984407,""fear"":0.011157600209116936}"
"গণতন্ত্র গণতান্ত্রিক অধিকার বাংলাদেশ বিতাড়িত",,"stronglyNegative",-0.9999232053756714,"{""neutral"":0.0004920747014693916,""happy"":0.0005846844869665802,""anger/disgust"":0.9938235282897949,""sadness"":0.03969098627567291,""surprise"":0.0004924986278638244,""fear"":0.0003125776711385697}"
"বোঝা আওয়ামী লীগ বিএনপিকে কতটা ভয় পায় চট্টগ্রাম আওয়ামী লীগ ভাইয়েরা ভয়ে কখন জানি বাঁশ সাবাস জিয়ার সৈনিক বাঁশ মাঠে নামবা",,"stronglyNegative",-0.9996917724609375,"{""neutral"":0.011607768945395947,""happy"":0.008240827359259129,""anger/disgust"":0.9268842935562134,""sadness"":0.08288565278053284,""surprise"":0.01419769786298275,""fear"":0.06883879005908966}"
"মানুষ সাথে",,"weaklyPositive",0.5766087293624879,"{""neutral"":0.9677925705909729,""happy"":0.01803036965429783,""anger/disgust"":0.01378337386995554,""sadness"":0.009547127410769463,""surprise"":0.0018856655806303024,""fear"":0.0016070787096396089}"
"রুমে দর্শক গো স্যার",,"neutral",-0.19997289180755617,"{""neutral"":0.7632657289505005,""happy"":0.08666810393333435,""anger/disgust"":0.044057462364435196,""sadness"":0.04321178421378136,""surprise"":0.0847838819026947,""fear"":0.028596175834536552}"
"আওয়ামীলীগ প্রতিহত ইনশাআল্লাহ ছাত্রলীগ পাশে আছেই ছায়ার",,"stronglyPositive",0.9996856689453126,"{""neutral"":0.03269699960947037,""happy"":0.17743302881717682,""anger/disgust"":0.8734018206596375,""sadness"":0.007825457490980625,""surprise"":0.004174369387328625,""fear"":0.0017506300937384367}"
"এক বাল ছাড় পাবা সময় বদলায়",,"stronglyNegative",-0.9754180431365966,"{""neutral"":0.0029959394596517086,""happy"":0.0007788563962094486,""anger/disgust"":0.9894317388534546,""sadness"":0.01257826667279005,""surprise"":0.0010743108578026295,""fear"":0.00021929167269263417}"
"গতকাল চট্টগ্রামে বাস মাইক্রোবাস চলার সরকার অঘোষিত হরতাল দিয়ে রেখেছে",,"weaklyNegative",-0.5958871841430664,"{""neutral"":0.01899600960314274,""happy"":0.0017880072118714452,""anger/disgust"":0.8771541714668274,""sadness"":0.12196604907512665,""surprise"":0.024385182186961174,""fear"":0.05754983797669411}"
"আওয়ামিলীগ রাজনৈতিক সংগঠন সন্ত্রাসী সংগঠনে পরিণত হয়েছে",,"stronglyNegative",-0.9998573780059814,"{""neutral"":0.0014077351661399007,""happy"":0.0009307190193794668,""anger/disgust"":0.9906407594680786,""sadness"":0.026371540501713753,""surprise"":0.0010928759584203362,""fear"":0.0013926279498264194}"
"হাতে লাঠি কয় হাতে লাঠি লয়ে মাঠে নামার অনুরোধ করছি খালি হাতে",,"weaklyNegative",-0.59973304271698,"{""neutral"":0.012734740972518921,""happy"":0.00213124742731452,""anger/disgust"":0.973767101764679,""sadness"":0.020069260150194168,""surprise"":0.004427865147590637,""fear"":0.0027231923304498196}"
"অপরাজনীতির জনক আম্লীগ অপরাজনীতি মানে বিশৃংখলা সহিংসতা মোকাবিলা পুলিশ আম্লীগ চ্যাটের বাল",,"stronglyNegative",-0.9999358654022217,"{""neutral"":0.0002070459449896589,""happy"":0.000472485669888556,""anger/disgust"":0.9990172386169434,""sadness"":0.006101308856159449,""surprise"":0.0005754908779636025,""fear"":0.00012552636326290667}"
"সাবাস এন",,"weaklyPositive",0.4027581214904786,"{""neutral"":0.0025198704097419977,""happy"":0.9970824122428894,""anger/disgust"":0.0014206863706931472,""sadness"":0.0006970721296966076,""surprise"":0.0027824859134852886,""fear"":0.000174830318428576}"
"আল্লাহ রহমতে জয় হবেই ইনশাআল্লাহ",,"stronglyPositive",0.9999141454696656,"{""neutral"":0.0023718001320958138,""happy"":0.9977710247039795,""anger/disgust"":0.00029617134714499116,""sadness"":0.00039023710996843874,""surprise"":0.0005325934034772217,""fear"":0.00008439177327090874}"
"ওলে বাবালে খালেদা জিয়া ক্ষমতায় আসছে",,"weaklyNegative",-0.5992339611053467,"{""neutral"":0.04699964448809624,""happy"":0.0213791411370039,""anger/disgust"":0.8474989533424377,""sadness"":0.09069165587425232,""surprise"":0.029201790690422058,""fear"":0.016852591186761856}"
"মাশাআল্লাহ ভালো লাগলো",,"stronglyPositive",0.8983843564987184,"{""neutral"":0.00028152496088296175,""happy"":0.9996931552886963,""anger/disgust"":0.0001714989193715155,""sadness"":0.0002444429264869541,""surprise"":0.0017242603935301304,""fear"":0.000025265793738071807}"
"বৈশাখীর মুখ কথা বের চায়",,"weaklyNegative",-0.5561081886291503,"{""neutral"":0.001058986526913941,""happy"":0.00018805348372552544,""anger/disgust"":0.9964264035224915,""sadness"":0.005174746736884117,""surprise"":0.0006825815653428435,""fear"":0.00015354511560872197}"
"আল্লাহর দয়া একটা",,"weaklyPositive",0.5987110376358034,"{""neutral"":0.19679288566112518,""happy"":0.5772908926010132,""anger/disgust"":0.009111807681620121,""sadness"":0.08986183255910873,""surprise"":0.005334008950740099,""fear"":0.03223948925733566}"
"হাসিনার পালা কুকুরের দল চাত্র লিগ এদেরকে যেখানেই পাবে জুতা ফিটা বিদায়",,"stronglyNegative",-0.9998757839202881,"{""neutral"":0.00019137162598781288,""happy"":0.0002930013579316437,""anger/disgust"":0.9994840621948242,""sadness"":0.0022744343150407076,""surprise"":0.00027589683304540813,""fear"":0.00003230362926842645}"
"সংবাদ পএ মুল কথা বলো নির্দলীয় সরকারের অধীনে নির্বাচন",,"weaklyNegative",-0.5120617151260376,"{""neutral"":0.054723646491765976,""happy"":0.0016105682589113712,""anger/disgust"":0.9567222595214844,""sadness"":0.007375726476311684,""surprise"":0.0026127456221729517,""fear"":0.0007037091418169439}"
"আগামিতে আসা",,"neutral",0.19997842311859132,"{""neutral"":0.9029317498207092,""happy"":0.14492765069007874,""anger/disgust"":0.004811247810721397,""sadness"":0.0008301719790324569,""surprise"":0.0005592432571575046,""fear"":0.0003482370520941913}"
"মাশাআল্লাহ দলমত নির্বিশেষে সকলকে সাথে দূর্বার আন্দোলন গড়ে তুলুন জনগণের ভোটাধিকার ফিরিয়ে আনতে ইনশাআল্লাহ",,"stronglyPositive",0.9998151302337648,"{""neutral"":0.016221854835748672,""happy"":0.9789031744003296,""anger/disgust"":0.012712392956018448,""sadness"":0.0015944578917697072,""surprise"":0.00314303464256227,""fear"":0.000560431566555053}"
"আহারে আওয়ামীলীগ সমাবেশে ঠেকানোর আল্লাহর রহমতে পারেনি",,"weaklyNegative",-0.598707914352417,"{""neutral"":0.007039639167487621,""happy"":0.012248437851667404,""anger/disgust"":0.2699916660785675,""sadness"":0.7109847664833069,""surprise"":0.018692880868911743,""fear"":0.08692362159490585}"
"আওয়ামী লীগ দেশ জাতির দুশমন আওয়ামী লীগ নিপাত যাক বাংলাদেশ মুক্তি পাক",,"stronglyNegative",-0.9993271350860595,"{""neutral"":0.0005592307425104082,""happy"":0.0008267360390163958,""anger/disgust"":0.9958427548408508,""sadness"":0.01671244390308857,""surprise"":0.0005375919281505048,""fear"":0.000494876760058105}"
"বিএনপির দোয়া রইলো ইনশাআল্লাহ জয় হবেই বাংলাদেশের",,"stronglyPositive",0.9998493671417237,"{""neutral"":0.0018710731528699398,""happy"":0.9975951313972473,""anger/disgust"":0.0013578409561887383,""sadness"":0.0005771841388195753,""surprise"":0.0006432642694562674,""fear"":0.0000864429966895841}"
"শহিদ জিয়া অমর",,"stronglyPositive",0.9999109506607057,"{""neutral"":0.061868153512477875,""happy"":0.9115103483200073,""anger/disgust"":0.027379142120480537,""sadness"":0.014493483118712902,""surprise"":0.0032069189473986626,""fear"":0.002149422885850072}"
"সুরক্ষা সবাই বাঁশ আসবেন বাঁশই শক্তি বাঁশই মুক্তি",,"weaklyPositive",0.5961137533187867,"{""neutral"":0.00806067232042551,""happy"":0.004933215212076902,""anger/disgust"":0.918724000453949,""sadness"":0.14986997842788696,""surprise"":0.004763660952448845,""fear"":0.016057224944233894}"
"আল্লাহ রহমতে জয় হবেই ইনশাআল্লাহ",,"stronglyPositive",0.9999141454696656,"{""neutral"":0.0023718001320958138,""happy"":0.9977710247039795,""anger/disgust"":0.00029617134714499116,""sadness"":0.00039023710996843874,""surprise"":0.0005325934034772217,""fear"":0.00008439177327090874}"
