,paragraph,error_message,polarity_class,polarity_score,emotion
297,এন নেতাদের দায়িত্ব আওয়ামী লীগ ৭৫ সালে দায়িত্ব,,neutral,-0.1999034404754638,"{""neutral"":0.41079339385032654,""happy"":0.007208511233329773,""anger/disgust"":0.6662433743476868,""sadness"":0.0189705491065979,""surprise"":0.008340079337358475,""fear"":0.002542761154472828}"
298,আলহামদুলিল্লাহ স্বৈরাচারী পতন যাক বাংলাদেশ মুক্তি পাক মনটা ভরে,,stronglyPositive,0.9996989727020263,"{""neutral"":0.006982642691582441,""happy"":0.9666497707366943,""anger/disgust"":0.11446163058280945,""sadness"":0.008014245890080929,""surprise"":0.0026442043017596006,""fear"":0.0005875194328837097}"
299,জয় একদিন ইনশাআল্লাহ,,stronglyPositive,0.9992794752120971,"{""neutral"":0.008132205344736576,""happy"":0.9927533268928528,""anger/disgust"":0.001008627936244011,""sadness"":0.0008365772082470357,""surprise"":0.0009196658502332866,""fear"":0.00023461738601326942}"
300,সামীম ওসমান কালা চশমা পরা নিষেধাজ্ঞা শামীম ওসমান কালা চশমা ১০ ১৭ লোক,,stronglyNegative,-0.9694263696670532,"{""neutral"":0.3002864122390747,""happy"":0.004430870059877634,""anger/disgust"":0.6975211501121521,""sadness"":0.055941857397556305,""surprise"":0.03463054448366165,""fear"":0.02020110748708248}"
301,লাঠি ছাড়া বের হওয়া নিরাপদ,,weaklyPositive,0.5999245882034303,"{""neutral"":0.4854381,""happy"":0.005746068898588419,""anger/disgust"":0.004450479056686163,""sadness"":0.024622157216072083,""surprise"":0.008275342173874378,""fear"":0.6348206400871277}"
302,ইনশাআল্লাহ অবৈধ সরকারের পতন,,stronglyPositive,0.9656095743179324,"{""neutral"":0.0006288427393883467,""happy"":0.002565930597484112,""anger/disgust"":0.9981600642204285,""sadness"":0.003980702254921198,""surprise"":0.00023709530069027096,""fear"":0.00010783741890918463}"
303,আলহামদুলিল্লাহ আলহামদুলিল্লাহ আলহামদুলিল্লাহ বিজয় সুনিশ্চিত,,stronglyPositive,0.9999163866043091,"{""neutral"":0.0009010457433760166,""happy"":0.9991787075996399,""anger/disgust"":0.00023143737053032964,""sadness"":0.00036482440191321075,""surprise"":0.002367934677749872,""fear"":0.0000907202556845732}"
304,এনপি শেষ জানেনা বিএনপি মানেই ১৮ মানুষের বাংলাদেশ,,weaklyNegative,-0.5992519617080688,"{""neutral"":0.00047583592822775245,""happy"":0.00047630156041122973,""anger/disgust"":0.9968557357788086,""sadness"":0.01636531762778759,""surprise"":0.0005531799979507923,""fear"":0.0003338228852953762}"
305,দেশ কখনো কারো কথায় আল্লাহ যেভাবে চালান সেভাবেই,,weaklyNegative,-0.5551630973815918,"{""neutral"":0.03786217421293259,""happy"":0.01906413584947586,""anger/disgust"":0.841354250907898,""sadness"":0.2440366894006729,""surprise"":0.02995895780622959,""fear"":0.01758512854576111}"
306,হুমকি দেওয়ার নিন্দা জানাচ্ছি,,stronglyNegative,-0.7884206771850586,"{""neutral"":0.013941346667706966,""happy"":0.006616505328565836,""anger/disgust"":0.8438453078269958,""sadness"":0.16372191905975342,""surprise"":0.00752765778452158,""fear"":0.11225394159555435}"
307,জিয়ার সৈনিক এক হও লড়াই করুণ,,stronglyPositive,0.9951597452163696,"{""neutral"":0.10933522880077362,""happy"":0.02203499712049961,""anger/disgust"":0.6944414377212524,""sadness"":0.10553385317325592,""surprise"":0.015289782546460629,""fear"":0.07638674229383469}"
308,থাকার সময় আসেন সবাই এক হয়ে রাস্তায় নেমে আসেন,,weaklyNegative,-0.5993819236755371,"{""neutral"":0.5004197955131531,""happy"":0.037492819130420685,""anger/disgust"":0.3236839771270752,""sadness"":0.04192429780960083,""surprise"":0.012713193893432617,""fear"":0.02526264265179634}"
309,হঠাও মাফিয়া বাঁচাও দেশ টেইক ব্যাক বাংলাদেশ,,stronglyNegative,-0.9994700193405152,"{""neutral"":0.0017879094230011106,""happy"":0.0015230196295306087,""anger/disgust"":0.9926837086677551,""sadness"":0.01265531126409769,""surprise"":0.0011410595616325736,""fear"":0.0013225601287558675}"
310,চট্টগ্রাম বিভাগ মাটি বিএনপির ঘাঁটি,,neutral,0.1154866814613342,"{""neutral"":0.051021773368120193,""happy"":0.016028117388486862,""anger/disgust"":0.8565115928649902,""sadness"":0.11198064684867859,""surprise"":0.011539794504642487,""fear"":0.005314987152814865}"
311,নেত্রী খালেদা জিয়া জিয়া খালেদা,,neutral,0.1254891395568847,"{""neutral"":0.9879708886146545,""happy"":0.0015846873866394162,""anger/disgust"":0.01828552410006523,""sadness"":0.0013939037453383207,""surprise"":0.0013631429756060243,""fear"":0.000535776955075562}"
312,এগিয়ে ইনশাআল্লাহ সত্য বিজয়,,stronglyPositive,0.999938488006592,"{""neutral"":0.008974048309028149,""happy"":0.9900496006011963,""anger/disgust"":0.001608676160685718,""sadness"":0.0009889464126899838,""surprise"":0.002356591634452343,""fear"":0.00032057659700512886}"
313,এন জিন্দাবাদ,,weaklyPositive,0.5966023683547974,"{""neutral"":0.44539448618888855,""happy"":0.6365712285041809,""anger/disgust"":0.009173491969704628,""sadness"":0.0015804613940417767,""surprise"":0.004686491098254919,""fear"":0.0005020459066145122}"
314,জনগন জেগেছে অধিকার আদায়,,stronglyPositive,0.9996832609176636,"{""neutral"":0.2933059632778168,""happy"":0.24004432559013367,""anger/disgust"":0.44354990124702454,""sadness"":0.08213671296834946,""surprise"":0.026389500126242638,""fear"":0.017132073640823364}"
315,অবৈধ লাইলাতুলকদর হাসিনা হটাও দেশ বাঁচাও,,stronglyNegative,-0.9997742891311644,"{""neutral"":0.00028002267936244607,""happy"":0.0001865001249825582,""anger/disgust"":0.9995139837265015,""sadness"":0.0026544705033302307,""surprise"":0.00042117360862903297,""fear"":0.00008388237620238215}"
316,কাদের কাকু বিএনপির আন্দোলন পারছেন,,weaklyNegative,-0.5750830173492432,"{""neutral"":0.017370641231536865,""happy"":0.00211024796590209,""anger/disgust"":0.9774066209793091,""sadness"":0.009760565124452114,""surprise"":0.00512002594769001,""fear"":0.00038366339867934585}"
317,চ্যানেল সুবিধা বাদী চ্যানেল পরিবার ধংস হয়ে,,stronglyNegative,-0.9998158931732176,"{""neutral"":0.0019459511386230588,""happy"":0.0022869883105158806,""anger/disgust"":0.9804100394248962,""sadness"":0.05545446649193764,""surprise"":0.000907869718503207,""fear"":0.0017826103139668703}"
318,এন পির ভাইদের রইলো শুভ কামনা,,weaklyPositive,0.5999537944793703,"{""neutral"":0.004451237618923187,""happy"":0.9956240057945251,""anger/disgust"":0.0008858981309458613,""sadness"":0.0005286642699502409,""surprise"":0.00015261546650435776,""fear"":0.00006650702562183142}"
319,জয়ের আলো আলহামদুলিল্লাহ,,stronglyPositive,0.9998103141784668,"{""neutral"":0.0004082834057044238,""happy"":0.9993492960929871,""anger/disgust"":0.0002573769597802311,""sadness"":0.00033439300023019314,""surprise"":0.002214370295405388,""fear"":0.000040619670471642166}"
320,মুক্তিকামী মানুষের আর্তনাদ জনতার জনসমুদ্র,,stronglyNegative,-0.9872676372528076,"{""neutral"":0.027086876332759857,""happy"":0.006746283266693354,""anger/disgust"":0.03198672831058502,""sadness"":0.9106702208518982,""surprise"":0.031234510242938995,""fear"":0.04159583896398544}"
321,আলহামদুলিল্লাহ হে রব জন্মভূমি শকুনের হাত রক্ষা করো আমিন,,stronglyPositive,0.9992041349411012,"{""neutral"":0.020036667585372925,""happy"":0.080757275223732,""anger/disgust"":0.006587914656847715,""sadness"":0.034867774695158005,""surprise"":0.011053208261728287,""fear"":0.9523059725761414}"
322,পথে পথে বাধা আরো বেশী জনসমুদ্রে পরিণত হতো,,stronglyNegative,-0.99954514503479,"{""neutral"":0.01626879721879959,""happy"":0.00177371921017766,""anger/disgust"":0.1706351935863495,""sadness"":0.7157223224639893,""surprise"":0.02307686023414135,""fear"":0.1782226264476776}"
323,আমিও গিছিলাম চট্টগ্রাম ফুটবল এস্টুডিয়ামের পাশে মানুষ হয়ছে কোটির,,stronglyPositive,0.9995096921920776,"{""neutral"":0.033001337200403214,""happy"":0.951725423336029,""anger/disgust"":0.007670021615922451,""sadness"":0.0035645102616399527,""surprise"":0.021870503202080727,""fear"":0.0013598703080788255}"
324,ভোট দিবার অধিকার চাই ভোটের হিন্দুদের নির্যাতন চাই কারো গুলাম নই হিন্দুর অধিকারের কথা বলবে তাকেই ভোট দেব,,stronglyNegative,-0.9998730659484864,"{""neutral"":0.00447038933634758,""happy"":0.002679666271433234,""anger/disgust"":0.981185257434845,""sadness"":0.03647169843316078,""surprise"":0.003217204473912716,""fear"":0.0014245359925553203}"
325,এদেশের মানুষ সরকারকে এরকম সম্মেলন দেখলেই বোঝা,,weaklyNegative,-0.4676898956298828,"{""neutral"":0.011824008077383041,""happy"":0.006453352980315685,""anger/disgust"":0.9497610926628113,""sadness"":0.04005332291126251,""surprise"":0.005692596547305584,""fear"":0.0042661395855247974}"
326,অামি ছিলাম ১০ ১২ লাখ মানুষ হয়েছে,,stronglyPositive,0.9882805347442628,"{""neutral"":0.7218300700187683,""happy"":0.11928277462720871,""anger/disgust"":0.025177812203764915,""sadness"":0.022554049268364906,""surprise"":0.17107364535331726,""fear"":0.009869743138551712}"
327,মাশাল্লাহ এগিয়ে জাও দুয়া রইলো,,stronglyPositive,0.9989837884902956,"{""neutral"":0.0006836277316324413,""happy"":0.9991852641105652,""anger/disgust"":0.00017021369421854615,""sadness"":0.00020662351744249463,""surprise"":0.0006862178561277688,""fear"":0.000029784929211018607}"
328,নবি হযরত মোহাম্মদ সল্লাল্লাহু আলাইহি ওয়াসাল্লামকে ভালোবাসো,,stronglyPositive,0.9998395681381228,"{""neutral"":0.0012679379433393478,""happy"":0.998297393321991,""anger/disgust"":0.0002478519454598427,""sadness"":0.0003384795563761145,""surprise"":0.00022269136388786137,""fear"":0.00002599364597699605}"
329,আল্লাহ বাংলাদেশ শান্তি,,stronglyPositive,0.9919882774353028,"{""neutral"":0.047129616141319275,""happy"":0.9091916084289551,""anger/disgust"":0.02368342876434326,""sadness"":0.01895146071910858,""surprise"":0.0017399827484041452,""fear"":0.005465538240969181}"
330,কিরে হালার পুরা লোক লাখ,,stronglyNegative,-0.9999034643173218,"{""neutral"":0.00038179077091626823,""happy"":0.00015082706522662193,""anger/disgust"":0.9992408752441406,""sadness"":0.0003136523300781846,""surprise"":0.0030219678301364183,""fear"":0.00001322851221630117}"
331,আওয়ামী লীগের নেতারা দেখেছি রাতে মাইকিং বলেছে জনসমাবেশে যাবেন গ্রামে আসতে পারবে এটাও গণতন্ত্র দেশ দেখেন আল্লাহ পাক রব্বুল আলামীন জনসমাবেশ সফল ঠিকই জনগণের ইচ্ছা পূরণ ইনশাল্লাহ,,weaklyPositive,0.5935277223587037,"{""neutral"":0.0651727095246315,""happy"":0.293854683637619,""anger/disgust"":0.7394499182701111,""sadness"":0.12712079286575317,""surprise"":0.042133305221796036,""fear"":0.032297853380441666}"
332,অমাবস্যার আঁধার কেটে উঠবে ঠিকই খুশির চাঁদ অত্যাচারীর ভাংতে পাঁজর শক্ত কোমর বাঁধ,,stronglyPositive,0.9197525024414064,"{""neutral"":0.08531041443347931,""happy"":0.016917219385504723,""anger/disgust"":0.8858795762062073,""sadness"":0.03523426502943039,""surprise"":0.005894403904676437,""fear"":0.006333889905363321}"
333,শামিম উসমান লোক চোখে চোখ কানা,,weaklyNegative,-0.5694157123565673,"{""neutral"":0.0008546720491722226,""happy"":0.00039998546708375216,""anger/disgust"":0.9966989159584045,""sadness"":0.009692425839602947,""surprise"":0.000812713464256376,""fear"":0.00014291249681264162}"
334,বোরকা শামীম দেখ ১০ মানুষ,,neutral,-0.1999666929244995,"{""neutral"":0.2801388204097748,""happy"":0.012615845538675785,""anger/disgust"":0.1524287611246109,""sadness"":0.015716729685664177,""surprise"":0.47541508078575134,""fear"":0.030506232753396034}"
335,সময় টিভি ক্যামেরাতে যতগুলা মানুষ জনসমাবেশে আসছে চাইতে তিনগুণ মানুষ ক্যামেরার বাইরে হয়তোবা ধারণ হয়তোবা ক্যামেরা ক্যাপাসিটি কম সবগুলো ধরতে মানুষ ক্যামেরাতে সম্ভব,,weaklyNegative,-0.3707535743713378,"{""neutral"":0.7624973058700562,""happy"":0.0640811026096344,""anger/disgust"":0.13399407267570496,""sadness"":0.20914210379123688,""surprise"":0.0842379555106163,""fear"":0.036939047276973724}"
336,সমাবেশে দেশে দেয় দেশের মানুষ নাস্তিকলীগের বিরুদ্ধে ফুসে উঠেছে দেশের মানুষ জয় ঘরে ফিরবে ইনশাআল্লাহ,,stronglyPositive,0.9999227762222292,"{""neutral"":0.010937653481960297,""happy"":0.056210700422525406,""anger/disgust"":0.9594616889953613,""sadness"":0.02307293750345707,""surprise"":0.0024501674342900515,""fear"":0.003105835523456335}"
337,এগিয়ে চলেছে দ্বীপ টেলিভিশন,,weaklyPositive,0.4760149478912354,"{""neutral"":0.0028091163840144873,""happy"":0.9973061084747314,""anger/disgust"":0.0005002607358619571,""sadness"":0.0006787630263715982,""surprise"":0.0009822985157370567,""fear"":0.00009170397970592603}"
338,মূল্য বৃদ্ধিকে রাজনৈতিক ইস্যু হিসেবে দূর্নীতিকে একমাত্র হিসেবে দেখানোর সুযোগ অতীতের যেকোন সময়ের চেয়ে বিশ্ব দূর্নীতির তালিকায় বাংলাদেশ চ্যামপিয়ান আমদানিকৃত দ্রব্যের মূল্য বিক্রি মূল্যের অস্বাভাবিক অসামঞ্জস্যের সঠিক তথ্য উপস্থাপন অস্থিতিশীল পরিবেশ তৈরির চেষ্টার সুযোগ,,stronglyNegative,-0.9995210647583008,"{""neutral"":0.013554120436310768,""happy"":0.020844703540205956,""anger/disgust"":0.9337649345397949,""sadness"":0.2051171362400055,""surprise"":0.018743304535746574,""fear"":0.04256170988082886}"
339,লাটী আনবনা তুমরা পুলিশ আনইওনা সমানসমান,,weaklyNegative,-0.5984556913375854,"{""neutral"":0.00212429603561759,""happy"":0.0022456184960901737,""anger/disgust"":0.9906600117683411,""sadness"":0.014561216346919537,""surprise"":0.0030979381408542395,""fear"":0.0008978922851383686}"
340,ইয়া আল্লাহ মানুষদের আশা পূরণ করুন দেশে শান্তি,,stronglyPositive,0.9994006633758544,"{""neutral"":0.02470383420586586,""happy"":0.9629534482955933,""anger/disgust"":0.003164607100188732,""sadness"":0.021759074181318283,""surprise"":0.004182356875389814,""fear"":0.007304662372916937}"
341,খবর আপনাদের খারাপ লাগছেনা বিএনপি ক্ষমতায় সমায় টিভি বন্ধ কারুন আপনারা আওমিলিগ মার্কা সার্থের জনগণের অধিকার খেলছেন,,stronglyNegative,-0.9999077081680298,"{""neutral"":0.0012449536006897688,""happy"":0.001243298640474677,""anger/disgust"":0.9909518957138062,""sadness"":0.041190922260284424,""surprise"":0.0016177593497559428,""fear"":0.0020048420410603285}"
342,আওয়ামী সরকার বিএনপিদের বড় বড় নেতাকর্মীদের ঘুম হত্যা খুন মিথ্যা মামলায় ভরে রেখেছে কিছুদিন যাবত সমাবেশ গুলো বোঝা দেশের সকল জনগণ এক,,stronglyNegative,-0.9999361515045166,"{""neutral"":0.0020629505161195993,""happy"":0.0029009843710809946,""anger/disgust"":0.9829750657081604,""sadness"":0.07178488373756409,""surprise"":0.004386104177683592,""fear"":0.0028966814279556274}"
343,আলহামদুলিল্লাহ সমাবেশ সফল সার্থক,,stronglyPositive,0.9999373435974122,"{""neutral"":0.0006806088495068252,""happy"":0.9992202520370483,""anger/disgust"":0.00035811401903629303,""sadness"":0.0004735860857181251,""surprise"":0.004790716338902712,""fear"":0.00009329491876997054}"
344,টাকা খরচ মহা সমাবেশ লাভ চট্রগ্রাম বিভাগ আশে পার্শে মিলায়ে সংসদীয় আসন ৭০ টির অধিক রয়েছে ৫ ৭ লাখ লোক একত্রিত লাভ তাহাতেও প্রকৃত সমর্থক ভোটার সংখ্যা অনুমান ২ ৩ এম পরিমান ভোটের দরকার পরিমান লোক মহাবেসে হাজির পারবেন টাকা খরচ করেও তাহাছারা চট্রগ্রামে এন নেতাদের মিল ফ্যাক্টরী রয়েছে মিল ফ্যাক্টরীর শ্রমিক কর্মচারী রয়েছে তাদেরকে চাপ প্রয়োগ সমাবেশে নিয়া আসবেন ফলাফল মিলায়ে বুঝা সারা চট্রগ্রাম বিভাগে আপনারা ৫ আসন পাইবেন জামেলা লাভ আরো টোকাই আউল ফাউল কথা বিপদে পরবে চেয়ে উপজেলা পর্যায়ে সমাবেশ করুন নেতাদের জানিয়ে উপজেলা লোক আনবার কিছুটা আপনারা বুজতে পারবেন আপনাদের সমর্থন কতটা পরামর্শটা সকল দলের প্রযোজ্য সারা দুনিয়ার লোক এক জায়গায় ঝরো আপাতত শান্তনা পারবেন সভায় লোক হয়েছে কিনতু ভাইয়েরা লোক গুলো কিনতু এক জায়গায় ভোট দিবে এলাকায় ভোট দিবে কিনতু ভোট গননার দেখবেন অধিকাংশ সংসদীয় আসনে ২৫ ৩০ হাজারের ভোট পান নি পুরাতন ক্যাসেট বাজিয়ে শুনাবেন কারচুপি আমাদেরকে হারানো হয়েছে,,weaklyNegative,-0.5994311809539794,"{""neutral"":0.012835307978093624,""happy"":0.022855088114738464,""anger/disgust"":0.9318323135375977,""sadness"":0.12665919959545135,""surprise"":0.03080316260457039,""fear"":0.07032988965511322}"
345,আজকের সমাবেশ সফল,,weaklyPositive,0.5952888250350953,"{""neutral"":0.0016476709861308336,""happy"":0.9983752965927124,""anger/disgust"":0.00028675264911726117,""sadness"":0.00032577358069829643,""surprise"":0.0006225179531611502,""fear"":0.00003670882506412454}"
346,আজকে সাংবাদিকের স্বৈরাচারী সরকার কথা শুনে ভালো লাগলো আশা সকল সাংবাদিকদের বোধদয় এভাবেই,,stronglyPositive,0.9102375507354736,"{""neutral"":0.005354667082428932,""happy"":0.10388018935918808,""anger/disgust"":0.9318932890892029,""sadness"":0.08391056209802628,""surprise"":0.0023244316689670086,""fear"":0.0024684080854058266}"
347,একটাই আওয়াজ ভোট চোর ভোট চোর শেখ হাসিনা ভোট চোর,,stronglyNegative,-0.99993634223938,"{""neutral"":0.000646202708594501,""happy"":0.0010524507379159331,""anger/disgust"":0.997514009475708,""sadness"":0.0060535757802426815,""surprise"":0.0005255279829725623,""fear"":0.000239338623941876}"
348,আজকের সমাবেশ সফল ইনশাআল্লাহ,,stronglyPositive,0.9999093294143676,"{""neutral"":0.001439116196706891,""happy"":0.998659610748291,""anger/disgust"":0.00031665569986216724,""sadness"":0.0004252973012626171,""surprise"":0.0006991195841692388,""fear"":0.000059224807046120986}"
349,ভয় পেয়োনা বন্ধুরা আওয়ামী সন্এাসী বেশী বাধা এলে কঠিন জবাব,,stronglyNegative,-0.9984871625900268,"{""neutral"":0.040509432554244995,""happy"":0.013106663711369038,""anger/disgust"":0.801061749458313,""sadness"":0.12183158844709396,""surprise"":0.01776493340730667,""fear"":0.1417708843946457}"
350,লাঠি আসো সবাই পুলিশলীগ আওয়ামিলীগ হামলা প্রতিরোধ যাই,,stronglyNegative,-0.995950436592102,"{""neutral"":0.0016491360729560256,""happy"":0.0006736201466992497,""anger/disgust"":0.9962456822395325,""sadness"":0.006771659012883902,""surprise"":0.001728111645206809,""fear"":0.0012295529013499618}"
351,ইনশাআল্লাহ বিজয়ের যাত্রা হয়েছে,,stronglyPositive,0.9915003299713137,"{""neutral"":0.001370399841107428,""happy"":0.9983238577842712,""anger/disgust"":0.00047803932102397084,""sadness"":0.0004784169723279774,""surprise"":0.0017041285755112767,""fear"":0.0001278321724385023}"
352,দোয়া রইলো তোমাদের,,stronglyPositive,0.901416087150574,"{""neutral"":0.006285442505031824,""happy"":0.9958622455596924,""anger/disgust"":0.00029807069222442806,""sadness"":0.0004178523668088019,""surprise"":0.0008096660021692514,""fear"":0.00010556950292084366}"
353,ভোট চোর ভোট চোর শেখ হাসিনা ভোট চোর,,stronglyNegative,-0.9999358654022216,"{""neutral"":0.000635013566352427,""happy"":0.0011978271650150418,""anger/disgust"":0.9979159235954285,""sadness"":0.004502648022025824,""surprise"":0.0005341880605556071,""fear"":0.000203647228772752}"
354,শৈরাচারী সরকার বলাতে সাংবাদিক ধন্যবাদ,,weaklyPositive,0.599897313117981,"{""neutral"":0.010376379825174809,""happy"":0.949206531047821,""anger/disgust"":0.09839673340320587,""sadness"":0.003681603353470564,""surprise"":0.000455802510259673,""fear"":0.0001828415843192488}"
355,মানুষ টাকার বিনিময়ে আসেনি,,weaklyNegative,-0.5989396572113037,"{""neutral"":0.7744420170783997,""happy"":0.0014172169612720609,""anger/disgust"":0.17448808252811432,""sadness"":0.04735230654478073,""surprise"":0.006314657628536224,""fear"":0.007280159741640091}"
356,আগুন জ্বালো আগুন জ্বালো কেমন ডাক বল বল আল্লাহু আকবার,,stronglyNegative,-0.983580756187439,"{""neutral"":0.18720167875289917,""happy"":0.00900219939649105,""anger/disgust"":0.5831184387207031,""sadness"":0.051331013441085815,""surprise"":0.023352766409516335,""fear"":0.10101573914289474}"
357,ইনশা আল্লাহ বিএনপির জনসমাবেশ সফল,,stronglyPositive,0.9970054864883424,"{""neutral"":0.006544588599354029,""happy"":0.9937415719032288,""anger/disgust"":0.0018795774085447192,""sadness"":0.00097467697924003,""surprise"":0.0009126480435952544,""fear"":0.00020512929768301547}"
358,সাধারন জনগন বিএনপি পাশে আছি ইনশাল্লাহ থাকবো স্বৈরাচারী সরকারের বিরুদ্ধে,,stronglyPositive,0.9997276306152344,"{""neutral"":0.011654033325612545,""happy"":0.638746976852417,""anger/disgust"":0.7014429569244385,""sadness"":0.008773799054324627,""surprise"":0.0009346255101263523,""fear"":0.0006393336807377636}"
359,সাধারন জনগন বিএনপি পাশে আছি ইনশাল্লাহ থাকবো স্বৈরাচারী সরকারের বিরুদ্ধে,,stronglyPositive,0.9997276306152344,"{""neutral"":0.011654033325612545,""happy"":0.638746976852417,""anger/disgust"":0.7014429569244385,""sadness"":0.008773799054324627,""surprise"":0.0009346255101263523,""fear"":0.0006393336807377636}"
360,সাংবাদিক সাহেব মন খুশি ফেলল শ্বৈরাচারি সরকার,,stronglyPositive,0.9525177717208864,"{""neutral"":0.0010659547988325357,""happy"":0.9960073828697205,""anger/disgust"":0.011000365950167179,""sadness"":0.002181526506319642,""surprise"":0.0020522321574389935,""fear"":0.00017929034947883338}"
361,দেশের জনগণ রুখে দাঁড়িয়েচে,,stronglyNegative,-0.9832208633422852,"{""neutral"":0.022043902426958084,""happy"":0.008891540579497814,""anger/disgust"":0.4910750687122345,""sadness"":0.14905564486980438,""surprise"":0.028905024752020836,""fear"":0.6661061644554138}"
362,ভাই মুখে স্বৈরাচারী সরকার শুনে খুশি হইলাম,,weaklyPositive,0.5989824533462526,"{""neutral"":0.0035653908271342516,""happy"":0.48577234148979187,""anger/disgust"":0.910129189491272,""sadness"":0.006376968696713448,""surprise"":0.002435926115140319,""fear"":0.0001438398176105693}"
363,আলেমদের জালেমের জেলখানায় বন্দি মানুষের গণতান্ত্রিক ভোটের অধিকার হরণ স্বৈরাচার সরকার,,stronglyNegative,-0.999942684173584,"{""neutral"":0.00045576077536679804,""happy"":0.0005259186145849526,""anger/disgust"":0.9961624145507812,""sadness"":0.027175256982445717,""surprise"":0.001210268004797399,""fear"":0.000944943109061569}"
364,জালো জালো আগুন জালো স্লোগান মানুষ গুলোর চেহারা বুজা যাইতেছে চিড়িয়াখানার প্রাণী,,stronglyNegative,-0.9999220609664916,"{""neutral"":0.004355920944362879,""happy"":0.0034812167286872864,""anger/disgust"":0.9643254280090332,""sadness"":0.05510784685611725,""surprise"":0.00516681419685483,""fear"":0.013239656575024128}"
365,এগিয়ে যাও ইনশাআল্লাহ জয়,,stronglyPositive,0.9994444847106936,"{""neutral"":0.0023644575849175453,""happy"":0.9978333115577698,""anger/disgust"":0.00025853607803583145,""sadness"":0.0002708763349801302,""surprise"":0.000472954532597214,""fear"":0.0000665209154249169}"
366,আজকে বিএনপির সমাবেশ সফল ইনশাআল্লাহ লালমনিহাট জেলা বাসীর পক্ষ,,stronglyPositive,0.9979758262634278,"{""neutral"":0.02035197615623474,""happy"":0.9793108105659485,""anger/disgust"":0.00480725197121501,""sadness"":0.0008473032503388822,""surprise"":0.0007507369737140834,""fear"":0.0001583939156262204}"
367,সমাবেশ ভোটচোর অবৈধ সরকারের পতন ঘটবে ইনশাআল্লাহ,,stronglyPositive,0.9977740764617922,"{""neutral"":0.0006999255274422467,""happy"":0.006388732232153416,""anger/disgust"":0.9969933032989502,""sadness"":0.004315216559916735,""surprise"":0.0004059732018504292,""fear"":0.00009192724246531725}"
368,সমাবেশ সফল,,weaklyPositive,0.5998769760131837,"{""neutral"":0.0040723225101828575,""happy"":0.9960528612136841,""anger/disgust"":0.0008020006935112178,""sadness"":0.0005562839796766639,""surprise"":0.0012260234216228127,""fear"":0.00008282002090709284}"
369,ইনশাআল্লাহ বিএনপি খমতায় আশবে,,weaklyPositive,0.5627783536911012,"{""neutral"":0.1241554543375969,""happy"":0.7354167699813843,""anger/disgust"":0.1507478505373001,""sadness"":0.012646663002669811,""surprise"":0.0035428483970463276,""fear"":0.003025786019861698}"
370,পুলিশ কয়জন সর্বোচ্চ কয়জন ১ লাখ ধরলাম দেশের ১৬ মানুষ এন সাথে যেকোনো কিছুর বিনিময়ে ভারতের দালাল খেদাইতে,,stronglyNegative,-0.9998832941055298,"{""neutral"":0.0011199414730072021,""happy"":0.0009945365600287914,""anger/disgust"":0.9950518012046814,""sadness"":0.012929840944707394,""surprise"":0.0027474963571876287,""fear"":0.0007587007712572813}"
371,জেলা উপজেলা কলেজ পৌর ইউনিয়ন ওয়ার্ড শাখা ছাত্রলীগ আওয়ামীলীগ যুবলীগ সেচ্ছাসেবকলীগ সকল নেতাকর্মীদের মাঠে থাকার অনুরোধ রইল সকল প্রকার সন্ত্রাসীমূলক কর্মকান্ড ঠেকাতে ছাত্রলীগ সংঘবদ্ধ,,stronglyPositive,0.9863944053649903,"{""neutral"":0.32665330171585083,""happy"":0.25673815608024597,""anger/disgust"":0.20850412547588348,""sadness"":0.05529317259788513,""surprise"":0.016752541065216064,""fear"":0.09085682779550552}"
372,এগিয়ে যাও এগিয়ে যাও,,weaklyPositive,0.5981914758682252,"{""neutral"":0.150527223944664,""happy"":0.8976410031318665,""anger/disgust"":0.003700432600453496,""sadness"":0.0025430067908018827,""surprise"":0.0017728910315781832,""fear"":0.000872787379194051}"
373,ইনশাআল্লাহ ইতিহাস গড়ার লক্ষ্যে চট্টগ্রামের সমাবেশ জনসমুদ্রে পরিণত,,stronglyPositive,0.9997164726257326,"{""neutral"":0.003768556285649538,""happy"":0.9955704808235168,""anger/disgust"":0.0007668607286177576,""sadness"":0.000533489917870611,""surprise"":0.00939274113625288,""fear"":0.0002447734004817903}"
374,কুত্তালীগ নিপাত যাক জনগণ মুক্তি পাক,,stronglyNegative,-0.9712235450744628,"{""neutral"":0.00031583200325258076,""happy"":0.0003858627169393003,""anger/disgust"":0.9992499947547913,""sadness"":0.0028850536327809095,""surprise"":0.0002516472595743835,""fear"":0.00004258272747392766}"
375,একজন সাংবাদিক ইলিয়াস সমতুল্য এদেশের সকল চ্যানেল সাংবাদিক মিলেও পারেনি এদেশের সাংবাদিকদের আফসোস লাগে,,stronglyNegative,-0.9995088338851928,"{""neutral"":0.00022431733668781817,""happy"":0.0014201825251802802,""anger/disgust"":0.005879753269255161,""sadness"":0.9980802536010742,""surprise"":0.0005178439896553755,""fear"":0.0006545584183186293}"
376,গাজীপুর মহানগর যুবদল পক্ষ শুভেচ্ছা অভিনন্দন,,weaklyPositive,0.5728506326675415,"{""neutral"":0.0043515474535524845,""happy"":0.9961920976638794,""anger/disgust"":0.0005204480839893222,""sadness"":0.0003756154328584671,""surprise"":0.0012692484306171536,""fear"":0.00006911181844770908}"
